Buurt2025;buurtnaam2025
01060012;Zuiderpark
01060100;De Lariks Oost
01060101;Landgoed Lariks
01060102;De Lariks West
01060103;Luchiesland Zuid
01060104;Zuid Molukse Buurt
01060105;Luchiesland Noord
01060200;Oude Molenbuurt
01060201;Dichtershof
01060202;Veningerland
01060203;Zwarte Water
01060204;Componistenbuurt West
01060205;Componistenbuurt Oost
01060302;Houtlaan
01060303;Vreebergen/Amelterhout
01060304;Schildersbuurt
01060305;Vredeveld Noord
01060306;Sluisdennen
01060307;Vredeveld Zuid
01060308;De Dorpen
01060309;GGZ-terrein
01060310;Park Diepstroeten
01060311;Vanboeijen
01060400;Pittelo Zuid
01060401;Pittelo Midden
01060402;Pittelo Noord
01060403;Recreatiepark Pittelo
01060500;De Maten
01060501;De Boskamp
01060502;Baggelhuizen Zuid
01060503;Baggelhuizen Midden
01060504;Baggelhuizen Noord
01060505;Lauwers
01060506;Huize Nassau
01060507;Kazerneterrein
01060508;Westerpark
01060509;Sportpark Stadsbroek
01060600;De Venen/De Wallen
01060601;De Velden/De Stukken
01060602;De Landen/De Akkers
01060603;De Kampen/De Essen
01060604;Peelerpark
01060700;Messchenveld
01060701;De Messchen
01060702;De Hamels
01060703;De Kleuven
01060704;De Dreven
01060705;De Breeën
01060706;De Hoven
01060707;De Heugten
01060708;De Beemden
01060709;De Hullen
01060710;De Stoepen
01060711;De Goorns
01060712;Bedrijventerrein Marsdijk West
01060713;Bedrijventerrein West
01060714;Bedrijventerrein Oost
01060715;Bedrijventerrein Marsdijk Oost
01060716;Havenkanaal Noordzijde
01060717;Havenkanaal Zuidzijde
01060800;Kloosterveste
01060801;Kloostertuinen
01060802;Kloosterhaven
01060803;Kloosterlanen
01060804;Kloosterhoven
01060805;Kloosterstede
01060806;Kloostergaarde
01060807;Kloosterhage
01060808;Kloosterkade
01060809;Sterrenbeeldenbuurt
01060810;Planetenbuurt
01060811;De Zoom
01060812;De Hoogspanning
01060813;Groene Dijk
01060815;Kloosterhout
01060816;Kloosterbos
01060817;Kloosterakker
01060899;Uitbreidingsgebied Kloosterveen
01069900;Loon
01069901;Buitengebied Loon
01069902;Het Grote Veld
01069903;Buitengebied Ubbena Oost
01069904;Ubbena
01069905;Buitengebied Ubbena West
01069906;Rhee
01069907;Buitengebied Ter Aard
01069908;Ter Aard
01069909;Zeijerveld
01069910;Bos en Golf
01069911;Buitengebied Witten
01069912;Witten
01069913;Graswijkbuurt
01069914;Buitengebied Anreep
01069915;Anreep/Schieven
01069916;Buitengebied Schieven
01069917;Natuurgebied Amelte
01069918;Dijkveld
01091000;Coevorden-Centrum
01091001;Lootuinen
01091002;Poppenhare
01091003;Binnenvree Buitenvree Pikveld
01091004;De Heege
01091006;Klooster
01091007;Ballast
01091008;De Loo
01091009;Verspreide huizen Coevorden
01091010;Holwert
01091011;Hare
01091012;Leeuwerikenveld
01091013;De Heege en De Mars
01091014;Klinkenvlier
01091015;Ossehaar
01091116;Steenwijksmoer
01091117;Verspreide huizen Steenwijksmoer
01091218;Nieuwe Krim
01091219;Verspreide huizen Nieuwe Krim
01091320;Verspreide huizen Weijerswold
01091421;Verspreide huizen Vlieghuis en Padhuis
01092022;Dalen
01092023;Verspreide huizen Dalen
01092024;Wachtum
01092025;Verspreide huizen Wachtum
01092026;Dalerpeel
01092027;Verspreide huizen Dalerpeel
01092028;Dalerveen
01092029;Verspreide huizen Dalerveen
01092030;Stieltjeskanaal
01092031;Verspreide huizen Stieltjeskanaal
01093032;Oosterhesselen
01093033;Verspreide huizen Oosterhesselen
01093034;Gees
01093035;Verspreide huizen Gees
01093036;Zwinderen
01093037;Verspreide huizen Zwinderen
01093038;Geesbrug
01093039;Verspreide huizen Geesbrug
01093068;Verspreide huizen Nieuwlande
01094040;Sleen
01094041;Diphoorn
01094042;Verspreide huizen Sleen
01094043;Noord-Sleen
01094044;'t Haantje
01094045;Verspreide huizen 't Haantje
01094046;Verspreide huizen Noord-Sleen
01094047;Schoonoord
01094048;De Kiel
01094049;Verspreide huizen De Kiel
01094050;Verspreide huizen Kibbelveen
01094051;Verspreide huizen Schoonoord
01094052;Verspreide huizen Veenoord
01094053;Erm
01094054;Achterste Erm
01094055;Holsloot
01094056;Verspreide huizen Holsloot
01094057;Verspreide huizen Erm
01095058;Zweeloo
01095059;Aalden
01095060;Verspreide huizen Zweeloo
01095061;Meppen
01095062;Verspreide huizen Meppen
01095063;Wezup
01095064;Wezuperbrug
01095065;Benneveld
01095066;Verspreide huizen Benneveld
01095067;Verspreide huizen Wezuperbrug
01140100;Derde Kruisdiep
01140101;Eerste Kruisdiep
01140102;Tramwijk
01140103;Achterdiep
01140104;Weerdingerkanaal
01140106;Siepelveen
01140109;Verspreide huizen Nieuw-Weerdinge
01140200;Roswinkel-Centrum
01140206;Oude Schuttingskanaal
01140208;Roswinkelerstraat
01140209;Verspreide huizen Roswinkel
01140300;Emmer-Compascuum-Centrum
01140301;Emmer-Erfscheidenveen
01140302;Foxel
01140303;Oosterdiep
01140304;Hoofdkanaal
01140309;Verspreide huizen Emmer-Compascuum
01140400;Barger-Compascuum-Centrum
01140401;Scholtenskanaal
01140402;Verlengde Oosterdiep
01140408;Limietweg
01140409;Verspreide huizen Barger-Compascuum
01140500;Nieuw-Dordrecht-Centrum
01140502;Oranjedorp
01140503;Vastenow
01140504;Herenstreek
01140509;Verspreide huizen Nieuw-Dordrecht
01140600;Nieuw-Amsterdam-Centrum
01140601;Barger-Erfscheidenveen
01140608;Langs de Vaart
01140609;Verspreide huizen Nieuw-Amsterdam
01140700;Erica-Centrum
01140701;Amsterdamscheveld
01140702;Beekweg
01140707;Verlengde Vaart
01140708;Ericasestraat
01140709;Verspreide huizen Erica
01140800;Klazienaveen-Noord
01140801;Klazienaveen-Zuid
01140802;Barger-Oosterveen
01140803;Kloostermanswijk
01140804;Dordsedijk
01140806;Derksweg
01140807;Tuinbouwcentrum Klazienaveen
01140809;Verspreide huizen Klazienaveen
01140900;Zwartemeer-Centrum
01140901;Kamerlingswijk
01140909;Verspreide huizen Zwartemeer
01141000;Schoonebeek
01141001;Oosterse Bos en Middendorp
01141002;Westerse Bos
01141003;Zandpol
01141004;Industrieterrein De Vierslagen
01141009;Verspreide huizen Schoonebeek
01141300;Veenoord
01141308;Ermerveen
01141309;Verspreide huizen Veenoord
01142100;Nieuw-Schoonebeek
01142101;Westelijk Nieuw-Schoonebeek
01142102;Oostelijk Nieuw-Schoonebeek
01142109;Verspreide huizen Nieuw-Schoonebeek
01143200;Weiteveen
01143201;Westelijk en oostelijk Weiteveen
01143209;Verspreide huizen Weiteveen
01144000;Emmen-Centrum
01144100;Emmen-omgeving Oude Roswinkelerweg
01144101;Emmen over 't spoor
01144200;Emmermeer
01144300;Angelslo
01144400;Emmerhout
01144500;Emmerschans
01144600;Bargeres
01144700;Rietlanden
01144800;Parc Sandur
01144900;Delftlanden
01145000;Barger-Oosterveld
01145100;Weerdinge
01145101;Westenesch
01145109;Verspreide huizen Emmen
01145200;Noordbarge
01145201;Zuidbarge
01145300;Industrieterrein Bargermeer
01145301;Bedrijvenpark A37
01185000;Centrum
01185001;Noord
01185002;Bentinckspark
01185003;Krakeel
01185004;Wolfsbos
01185005;Zuid
01185006;Venesluis
01185007;West
01185008;Oost
01185100;Steenbergerweiden
01185101;Kinholt
01185102;Grittenhof
01185103;Schoonvelde-West
01185104;Schoonvelde-Oost
01185105;Schutlanden-Oost
01185106;Schutlanden-West
01185107;Kattouw
01185108;Trasselt
01185109;Erflanden
01185200;Fluitenberg kern
01185201;Verspreide huizen Fluitenberg
01185300;Elim Kern
01185301;Verspreide huizen Elim-Noord
01185302;Verspreide huizen Elim-Zuid
01185400;Hollandscheveld kern
01185401;Verspreide huizen Hollandscheveld-West
01185402;Verspreide huizen Hollandscheveld-Oost
01185500;Noordscheschut kern
01185501;Verspreide huizen Noordscheschut
01185600;Nieuwlande kern
01185601;Verspreide huizen Nieuwlande
01185700;Nieuweroord kern
01185701;Verspreide huizen Nieuweroord
01185800;Tiendeveen kern
01185801;Verspreide huizen Tiendeveen
01185900;Stuifzand kern
01185901;Verspreide huizen Stuifzand
01186000;Pesse kern
01186001;Verspreide huizen Pesse-Oost
01186002;Verspreide huizen Pesse-West
01186003;Verspreide huizen Pesse-Zuid
01186100;Zuideropgaande Nieuw Moscou
01186201;Industriegebied Toldijk
01186202;Industriegebied Noord A
01186203;Industriegebied Noord B
01186204;Industriegebied Buitenvaart
01186205;Verspreide huizen Alteveer
01186206;Verspreide huizen Nijstad
01190000;Historisch Centrum
01190001;Indische buurt
01190002;Koninginnebuurt
01190100;Galgenkamp
01190101;Oude Vaart
01190200;Heinsiusbuurt
01190201;Staatsliedenbuurt
01190202;Zeeheldenbuurt
01190300;Hesselingen
01190301;Koeberg
01190302;Reestlanden
01190303;Schildersbuurt
01190400;Plantenbuurt
01190401;Scheepsbuurt
01190500;Bloemenbuurt
01190501;Onderwijs-, sportpark
01190600;Veldenbuurt
01190601;Vlinderbuurt
01190602;Vogelbuurt
01190603;Verzetsbuurt
01190700;Drukkersbuurt
01190701;Nieuwveenselanden
01190800;Blankenstein
01190900;Industrieterrein Noord I
01190901;Industrieterrein Noord II
01191000;Industrie Oevers A
01191001;Industrie Oevers B
01191002;Industrie Oevers C
01191003;Industrie Oevers D
01191004;Industrie Oevers E
01191100;Verspreid gebied Meppel Noord
01191101;Verspreid gebied Meppel Oost
01191102;Verspreid gebied Meppel Zuid
01191200;Nijeveen Oost
01191201;Griftebuurt
01191202;Vogelbuurt
01191203;Danninge Erve
01191204;Spijkerserve
01191205;Tussenboerslanden
01191206;Kolderveen
01191207;Kolderveense Bovenboer
01191208;Nijeveense Bovenboer
01191209;Verspreid gebied Nijeveen
01191300;Rogat
01191301;Broekhuizen
01191302;De Schiphorst
01411000;Binnenstad Noord
01411001;Binnenstad Zuid
01411002;Ulk en omgeving
01411003;Java en omgeving
01411100;Bornsestraat Midden-Riet Noord
01411101;Bornsestraat en omgeving Zuid
01411102;Arendsboer en omgeving Noord
01411103;Nieuwland
01411104;Arendsboer en omgeving Zuid-Riet Zuid
01411105;Bedrijventerrein Bornsestraat
01411109;Verspreide huizen wijk 11
01411200;Vriezenveenseweg en omgeving Haghoek Oost
01411201;Parkweg en omgeving
01411202;Vriezenveenseweg en omgeving Haghoek West
01411203;Indië
01411204;Bedrijventerrein Dollegoor Turfkade
01411205;Bedrijvenpark Twente
01411206;Aaboer
01411209;Verspreide huizen wijk 12
01411300;Ootmarsumsestraat en omgeving
01411301;Markgraven
01411302;Rumerslanden
01411303;Wester Sluitersveldlanden
01411304;Robbenhaarsweg Noord
01411305;Mooie Vrouwenweg en omgeving
01411309;Verspreide huizen wijk 13
01411400;Rohof en omgeving
01411401;Wierdensebrug en omgeving
01411402;Kerkelanden
01411403;Aalderinkshoek Noordoost
01411404;Aalderinkshoek Zuidoost
01411405;Aalderinkshoek Noordwest
01411406;Aalderinkshoek Zuidwest
01411409;Verspreide huizen wijk 14
01411500;Nieuwstraat -Witvoet en omgeving
01411501;Wonde en omgeving
01411502;Achterlanden en omgeving
01411600;Boomplaats
01411601;Ossenkoppelerhoek Oost
01411602;Beeklust
01411603;Ossenkoppelerhoek Midden Noord
01411604;Ossenkoppelerhoek West
01411605;Ossenkoppelerhoek Midden Zuid
01411700;Hofkamp West
01411701;Hofkamp Oost
01411702;Paradijs
01411703;Kollenveld
01411709;Verspreide huizen wijk 17
01411800;Schelfhorst Zuidwest
01411801;Drakensteyn en omgeving
01411802;Schelfhorst Noordwest
01411803;Havezathe
01411804;Schelfhorst Noordoost
01411805;Schelfhorst Zuidoost
01411806;Veenelanden
01411900;Groeneveld
01411901;Kanaalzijde
01411902;Leemslagen Noord
01411903;Leemslagen Zuid
01411904;Zeven Bosjes
01411905;Leemslagen Oost
01411906;Huttenveld
01411907;Maardijk
01411908;Bedrijventerrein Twentepoort - Stadion
01411909;Nijrees
01411910;Bedrijventerrein XL Businesspark
01411920;Verspreide huizen wijk 19
01412000;Aadorp West
01412001;Aadorp Oost
01412100;Bornerbroek Kern
01412109;Verspreide huizen wijk 21
01470000;Bornsche Maten
01470001;Borne Centrum
01470002;'t Wensink Noord
01470003;'t Wensink Zuid
01470004;Dikkerslaan-Molenkampsweg en omgeving
01470005;Letterveld I
01470006;Letterveld II
01470007;Tichelkamp
01470008;Stroom-Esch
01470009;Verspreide huizen Borne-West
01470100;Verspreide huizen Borne-Oost
01470101;Zenderen
01470102;Verspreide huizen Zenderen
01470105;Hertme
01470106;Verspreide huizen Hertme
01480101;Dalfsen Centrum
01480102;Vechtvliet-Leemcule
01480103;Pleijendal
01480104;Polhaar
01480105;Ankummer Es
01480106;Gernermarke-Oosterdalfsen
01480107;Bedrijventerrein Rondweg
01480108;Ankum kern
01480109;Verspreide huizen Ankum
01480110;Verspreide huizen Dalfserveld
01480111;Verspreide huizen Welsum-Gerner
01480112;Verspreide huizen Hessum-Rechteren
01480113;Verspreide huizen Dalmsholte
01480114;Verspreide huizen Millingen
01480115;Verspreide huizen Emmen-De Marshoek
01480116;Hoonhorst kern
01480117;Verspreide huizen Lenthe
01480118;Oudleusen kern
01480119;Verspreide huizen Oudleusenerveld
01480201;Nieuwleusen Noord
01480202;Nieuwleusen Centrum-noord
01480203;Nieuwleusen Centrum-zuid
01480204;Nieuwleusen Zuid
01480205;Westerbouwlanden
01480206;Bedrijventerrein De Grift
01480207;Bedrijventerrein De Evenboer
01480208;Verspreide huizen De Meele
01480209;Verspreide huizen Oosterhulst
01480210;Verspreide huizen Ruitenveen
01480211;Verspreide huizen Oosteinde
01480301;Lemelerveld kern west
01480302;Lemelerveld kern oost
01480303;Nieuwe Landen
01480304;Bedrijventerrein 't Febriek
01480305;Verspreide huizen Lemelerveld west
01480306;Verspreide huizen Lemelerveld oost
01500101;Centrum
01500102;Bergkwartier
01500103;Noordenbergkwartier
01500104;Noordenbergsingel
01500105;Singel
01500106;Raambuurt
01500107;Knutteldorp
01500201;De Hoven
01500301;Noorderplein
01500302;Zwolseweg
01500303;Lange Zandstraat
01500304;Zandweerd-Zuid
01500305;Zandweerd-Noord
01500306;Schrijversbuurt
01500401;Rode Dorp
01500402;Oudegoedstraat
01500403;Burgemeestersbuurt
01500404;Oosterstraat
01500405;Rielerweg-West
01500406;Rielerweg-Oost
01500407;Brinkgreven
01500501;Borgele
01500502;Platvoet
01500601;Ludgeruskwartier
01500602;Tuindorp
01500603;Rollecatekwartier
01500604;Oranjekwartier
01500605;Landsherenkwartier
01500606;Steenbrugge
01500701;Rivierenbuurt
01500702;Deltabuurt
01500703;Hoornwerk
01500704;Industrieterrein
01500705;Kloosterlanden
01500706;Epse-Noord
01500801;Het Oostrik
01500802;Groot Douwel
01500803;Blauwenoord
01500901;Op den Haar
01500902;Steinvoorde
01500903;Graveland
01500904;Het Jeurlink
01500905;Het Fetlaer en Spijkvoorder Enk
01500906;Spikvoorde
01500907;Overig Colmschate-Noord
01501001;Snipperling
01501002;Dorp Colmschate
01501003;De Scheg
01501004;Colmschaterenk
01501005;Roessink
01501006;Het Bramelt
01501007;Essenerveld
01501008;Swormink
01501009;Handelspark De Weteringen
01501010;Bannink
01501101;Dorp Diepenveen
01501102;Rande
01501103;Tjoene
01501201;Dorp Schalkhaar
01501202;Averlo en Frieswijk
01501301;Okkenbroek
01501401;Dorp Lettele
01501402;Oude Molen
01501403;Buitengebied Lettele en Okkenbroek
01501501;Dorp Bathmen
01501502;Loo
01501503;Dortherhoek
01501504;Zuidloo
01501505;Oxerhof
01530000;City
01530001;Lasonder, Zeggelt
01530002;De Laares
01530003;De Bothoven
01530004;Hogeland-Noord
01530005;Getfert
01530006;Veldkamp-Getfert-West
01530007;Horstlanden-Stadsweide
01530008;Boddenkamp
01530100;Velve-Lindenhof
01530101;Wooldrik
01530102;Hogeland-Zuid
01530103;Varvik-Diekman
01530104;Sleutelkamp
01530105;'t Weldink
01530106;De Leuriks
01530200;Cromhoffsbleek-Kotman
01530201;Boswinkel-De Braker
01530202;Pathmos
01530203;Stevenfenne
01530204;Stadsveld-Zuid
01530205;Elferink-Heuwkamp
01530206;Stadsveld-Noord-Bruggert
01530207;'t Zwering
01530208;Ruwenbos
01530300;Tubantia-Toekomst
01530301;Twekkelerveld
01530400;Walhof-Roessingh
01530401;Bolhaar
01530402;Roombeek-Roomveldje
01530403;Mekkelholt
01530404;Deppenbroek
01530405;Voortman-Amelink
01530406;Drienerveld-U.T.
01530500;Schreurserve
01530501;Ribbelt-Ribbelerbrink
01530502;Park Stokhorst
01530503;Stokhorst
01530600;Stroinkslanden Noord-Oost
01530601;Stroinkslanden-Zuid
01530602;Stroinkslanden Noord-West
01530603;Wesselerbrink Noord-Oost
01530604;Wesselerbrink Zuid-Oost
01530605;Wesselerbrink Zuid-West
01530606;Wesselerbrink Noord-West
01530607;Helmerhoek-Noord
01530608;Helmerhoek-Zuid
01530609;het Brunink
01530700;Industrie- en havengebied
01530701;Marssteden
01530702;Koekoeksbeekhoek
01530703;Kennispark
01530800;Glanerveld
01530801;Bentveld-Bultserve
01530802;Schipholt-Glanermaten
01530803;Eekmaat
01530804;Oikos
01530805;Eilermarke
01530806;De Slank
01530807;Dolphia
01530808;Eekmaat West
01530900;Dorp Lonneker
01530901;Dorp Boekelo
01530902;Buurtschap Lonneker-West
01530903;Noord Esmarke
01530904;Buurtschap Zuid-Esmarke
01530905;Buurtschap Broekheurne
01530906;Buurtschap Usselo
01530907;Boekelerveld
01530908;Buurtschap Twekkelo
01580001;Haaksbergen Kern-1
01580002;Haaksbergen Kern-2
01580003;Haaksbergen Kern-3
01580004;Haaksbergen Kern-4
01580010;Veldmaat 1
01580011;Veldmaat 2
01580020;Leemdijk
01580030;Zienesch
01580040;De Pas
01580041;De Els
01580050;Wolferink 1 en 4
01580051;Wolferink 2
01580052;Wolferink 5
01580053;Wolferink 3
01580060;Hassinkbrink
01580090;Industriegebied West
01580091;Industriegebied Brammelo
01580160;Verspreide huizen Langelo ten noorden van de spoorlijn
01580170;Verspreide huizen Langelo (gedeeltelijk) en Honesch
01580180;Verspreide huizen Veldmaat ten zuiden van de spoorlijn
01580190;Verspreide huizen Veldmaat ten noorden van de spoorlijn
01580200;Sint Isidorushoeve kern
01580290;Verspreide huizen Sint Isidorushoeve
01580300;Buurse kern
01580390;Verspreide huizen Buurse
01580490;Verspreide huizen Brammelo
01580590;Verspreide huizen Bretelerveld
01580690;Verspreide huizen Stepelo (gedeeltelijk)
01580900;Haaksbergen Kern-Centrum
01600101;Ane Dorp
01600102;Verspreide huizen Ane
01600201;Verspreide huizen Anerveen
01600301;Verspreide huizen Anevelde
01600401;Balkbrug-Zuidwest
01600402;Balkbrug-Noord
01600403;Balkbrug-Zuidoost
01600404;Balkbrug-Benedenvaart
01600405;Verspreide huizen De Kolonie
01600406;Verspreide huizen Reestgebied (ged.)
01600407;Verspreide huizen Westerhuizingerveld
01600501;Bergentheim Kern
01600502;Verspreide huizen Bergentheimerveen
01600503;Verspreide huizen Oud-Bergentheim
01600601;Brucht
01600701;Collendoorn
01600801;De Krim
01600802;De Krim-Streekdorp
01600803;De Krim-Zuid
01600804;Verspreide huizen De Krim
01600805;Verspreide huizen Nieuwlande
01600901;Dedemsvaart-Noord
01600902;Dedemsvaart-Zuidwest
01600903;Dedemsvaart-Zuidoost
01600904;Rheezerend
01600905;Industriegebied Rollepaal
01600906;Verspreide huizen Colenbranderbos
01600907;Verspreide huizen Dedemsvaart
01600908;Verspreide huizen Ommerkanaal
01600909;Verspreide huizen Reestgebied
01601001;Verspreide huizen Den Velde
01601101;Diffelen
01601201;Gramsbergen Kern
01601202;Gramsbergen Uitbreidingsplan
01601301;Heemserveen
01601401;Verspreide huizen Holtheme-De Haandrik
01601501;Verspreide huizen Holthone
01601601;Hoogenweg
01601701;Kloosterhaar Kern
01601702;Verspreide huizen Kloosterhaar
01601801;Verspreide huizen Loozen
01601901;Lutten Kern
01601902;Verspreide huizen Lutten-West
01601903;Verspreide huizen Lutten-Oost
01601904;Verspreide huizen Oud-Lutten
01602001;Marienberg Kern
01602002;Verspreide huizen Marienberg
01602101;Radewijk
01602201;Rheeze
